region,survey_year,survey_date,survey_index,station_code,latitude,longitude,biotope,admin,habitat,depth,stratum,fish,LPI,demo,N_cells_stratum,N_fish_cells_sampled,fish_sampling_weights,N_LPI_cells_sampled,LPI_sampling_weights,N_demo_cells_sampled,demo_sampling_weights,rugosity,minDepth,maxDepth,abioticCover,coverType,percentCover
STTSTJ,2013,7/8/2013,8769,4,18.31115,-64.96112,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.625,40,47,Hard,Orbicella faveolata,4
STTSTJ,2013,7/8/2013,8769,4,18.31115,-64.96112,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.625,40,47,Hard,Orbicella franksi,2
STTSTJ,2013,7/8/2013,8769,4,18.31115,-64.96112,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.625,40,47,Hard,Porifera spp,10
STTSTJ,2013,7/8/2013,8769,4,18.31115,-64.96112,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.625,40,47,Hard,Porites astreoides,3
STTSTJ,2013,7/8/2013,8769,4,18.31115,-64.96112,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.625,40,47,Hard,Porites porites,12
STTSTJ,2013,7/8/2013,8769,4,18.31115,-64.96112,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.625,40,47,Hard,Siderastrea siderea,5
STTSTJ,2013,7/8/2013,8769,4,18.31115,-64.96112,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.625,40,47,Hard,Turf Algae Free of Sediment,2
STTSTJ,2013,7/8/2013,8769,4,18.31115,-64.96112,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.625,40,47,Hard,Turf Algae with Sediment,5
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Rubble,Bare Substrate,12
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Soft,Bare Substrate,32
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Hard,Cyanophyta spp,1
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Hard,Dictyota spp,12
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Hard,Halimeda spp,9
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Hard,Orbicella faveolata,2
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Hard,Porifera spp,2
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Hard,Porites astreoides,1
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Hard,Siderastrea siderea,2
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Hard,Turf Algae Free of Sediment,18
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Rubble,Turf Algae Free of Sediment,1
STTSTJ,2013,7/12/2013,8770,5,18.3126,-64.95121,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,0,1189,9,132.1,9,132.1,N/A,N/A,2.60625,25,26,Hard,Turf Algae with Sediment,8
STTSTJ,2013,7/8/2013,8771,6,18.33487,-64.84692,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.31875,14,19,Soft,Bare Substrate,52
STTSTJ,2013,7/8/2013,8771,6,18.33487,-64.84692,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.31875,14,19,Hard,Dendrogyra cylindrus,2
STTSTJ,2013,7/8/2013,8771,6,18.33487,-64.84692,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.31875,14,19,Hard,Other spp,1
STTSTJ,2013,7/8/2013,8771,6,18.33487,-64.84692,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.31875,14,19,Hard,Palythoa spp,1
STTSTJ,2013,7/8/2013,8771,6,18.33487,-64.84692,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.31875,14,19,Hard,Porifera spp,5
STTSTJ,2013,7/8/2013,8771,6,18.33487,-64.84692,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.31875,14,19,Hard,Pseudodiploria strigosa,1
STTSTJ,2013,7/8/2013,8771,6,18.33487,-64.84692,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.31875,14,19,Hard,Siderastrea siderea,1
STTSTJ,2013,7/8/2013,8771,6,18.33487,-64.84692,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.31875,14,19,Hard,Turf Algae with Sediment,37
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Agaricia agaricites,1
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Rubble,Bare Substrate,2
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Soft,Bare Substrate,25
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Dictyota spp,2
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Erythropodium caribaeorum,2
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Gorgonacea plumes/rods/whips,1
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Millepora spp,1
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Porifera spp,9
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Rhodophyta cru. spp,4
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Siderastrea siderea,2
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Turf Algae Free of Sediment,4
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Hard,Turf Algae with Sediment,42
STTSTJ,2013,7/9/2013,8772,7,18.35381,-64.85091,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.258333,28,30,Rubble,Turf Algae with Sediment,5
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Agaricia spp,2
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Bare Substrate,2
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Cliona spp,3
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Cyanophyta spp,8
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Dictyota spp,7
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Diploria spp,1
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Erythropodium caribaeorum,5
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Gorgonacea plumes/rods/whips,11
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,MacroOtherFleshy,2
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Millepora spp,2
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Orbicella spp,8
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Other spp,1
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Palythoa spp,3
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Porifera spp,7
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Porites spp,4
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Rhodophyta cru. spp,5
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Siderastrea spp,4
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Turf Algae Free of Sediment,12
STTSTJ,2013,7/17/2013,8773,8,18.38051,-64.93636,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,2.5375,20,28,Hard,Turf Algae with Sediment,11
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Hard,Acropora palmata,1
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Hard,Bare Substrate,3
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Rubble,Bare Substrate,3
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Soft,Bare Substrate,11
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Hard,Dictyota spp,4
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Hard,MacroOtherCalcareous,1
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Hard,MacroOtherFleshy,30
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Hard,Peysonnellia,4
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Hard,Rhodophyta cru. spp,2
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Hard,Siderastrea radians,1
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Rubble,Turf Algae Free of Sediment,1
STTSTJ,2013,7/11/2013,8774,9,18.4003,-64.90062,STT,OPEN,AGRF,SHLW,STT_OPEN_AGRF_SHLW,1,1,1,1189,9,132.1,9,132.1,8,148.6,0.230434,10,12,Hard,Turf Algae with Sediment,39
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Hard,Agaricia agaricites,1
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Hard,Bare Substrate,1
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Rubble,Bare Substrate,8
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Soft,Bare Substrate,68
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Hard,Dictyota spp,1
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Hard,Gorgonacea plumes/rods/whips,2
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Hard,Porifera spp,9
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Hard,Porites astreoides,1
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Hard,Porites porites,1
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Hard,Turf Algae Free of Sediment,1
STTSTJ,2013,7/11/2013,8775,11,18.3174,-64.8316,STT,STEER,PTRF,SHLW,STT_STEER_PTRF_SHLW,1,1,1,22,1,22,1,22,1,22,0.306,36,43,Hard,Turf Algae with Sediment,6
