Date,Location,Site,Habitat,Transect,ACA,ACR,ALV,AST,CAU,COE,COS,CTE,CYP,DEN,DIP,ECH,ECL,EUP,FAV,FUN,FVS,GAL,GAR,GON,GOS,HEL,HEP,HER,HYD,LEP,LER,LES,LIT,LOB,MAD,MER,MIL,MON,MOR,MYC,OUL,OUR,OXY,PAC,PAV,PEC,PHY,PLA,PLE,PLS,POC,POD,POL,POR,PSA,SCA,SYM,TRA,TUR,UNK
1990,Singapore,L4,Crest,2,0,0,0,0,0,0,0,0,0,0,75.81967213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.24590164,0,0,4.098360656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.147540984,0,3.68852459,0
1990,Singapore,L4,Crest,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Singapore,R1,Crest,1,0,0,0,0,0,0,0,0,2.777777778,0,1.984126984,0,0,0,0,0,4.761904762,0,0,0,0,0,11.9047619,0,3.968253968,0,0,0,0,0,0,3.968253968,0,41.66666667,0,0,0,0,0,0,2.777777778,9.523809524,0,4.761904762,1.587301587,0,2.380952381,0,0,7.936507937,0,0,0,0,0,0
1990,Singapore,R1,Crest,2,0,0,0,0,0,0,0,0,13.43873518,0,0,0,0,0,0,0,1.185770751,28.85375494,0,0,0,0,16.60079051,0,3.162055336,0,0,0,0,0,0,6.324110672,0,19.36758893,0,0,0,0,0,0,2.371541502,0,0,0,0,0,3.162055336,0,0,0,0,0,0,0,5.533596838,0
1990,Singapore,R1,Crest,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.389830508,0.564971751,3.389830508,3.389830508,0,0,19.7740113,0,5.367231638,1.694915254,2.824858757,0,0,0,0,2.259887006,3.389830508,1.129943503,0,23.72881356,1.694915254,0,0,0,0,0,1.694915254,5.93220339,0,0,0,0,1.694915254,0,0,1.694915254,12.42937853,1.694915254,0,0,0,2.259887006
1990,Singapore,R1,Crest,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,1.875,0,2.5,0,0,9.375,0,1.875,0,0.625,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1.25,0,0,0,0,5.625,0,0,20.625,8.125,0,0,0,0,0
1990,Singapore,R1,Crest,5,0,5.383153895,0,0,0,0,0,0,0,0,0,0.316656111,0,0,0.633312223,0,4.43318556,0.949968334,0,0,13.9328689,0,5.066497783,0,1.266624446,0,0,0,0,0,0,0,0,44.90183661,0,1.266624446,0,0,6.016466118,0,0,9.816339455,0,0.633312223,0,0,5.383153895,0,0,0,0,0,0,0,0,0
1990,Singapore,R2,Crest,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,1.666666667,0,0,0,0,0,0,0,0,3.333333333,0,3.333333333,5,40.41666667,0,2.5,0,0,10,2.5,0.833333333,7.5,0,0,0,0,0,0,0,4.583333333,0,0,0,0,0,3.333333333
1990,Singapore,R2,Crest,2,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.380952381,0,0,0,1.785714286,0,0,0,0,0,0,0,0,0,0,0,4.761904762,66.66666667,0,4.166666667,0,0,0,9.523809524,0,1.785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,1.785714286
1990,Singapore,R2,Crest,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06185567,0,0.515463918,0,1.030927835,0,0,12.88659794,0,0,0,0,0,0,0,0,0,0,3.092783505,0,16.49484536,0,3.092783505,0,0,0,3.608247423,24.74226804,24.22680412,0,0,5.154639175,0,0,0,0,0,0,0,0,0,0,3.092783505
1990,Singapore,R2,Crest,4,0,1.219512195,0,0,0,0,0,0,0,0,0,0,0,0,3.048780488,0,8.536585366,2.43902439,0,0,0,0,0,0,0,0,0,0,0,1.219512195,0,15.85365854,0,25.6097561,0,9.756097561,0,0,0,1.829268293,12.19512195,9.146341463,0,1.829268293,3.048780488,0,0,0,0,3.048780488,0,0,0.609756098,0,0,0.609756098
1990,Singapore,R2,Crest,5,0,9.195402299,0,0,0,0,0,0,0,0,19.54022989,0,0,0,0,1.149425287,0,3.448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,11.49425287,0,20.68965517,0,0,0,0,0,0,16.09195402,12.64367816,0,0,0,0,0,0,0,5.747126437,0,0,0,0,0,0
1990,Singapore,S1,Crest,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47826087,1.739130435,5.217391304,0,0,0,1.739130435,0,5.217391304,0,2.086956522,0,0,0,0,1.739130435,0,23.65217391,0,0,0,0,0,0,0,0,13.39130435,3.47826087,0,33.91304348,0,0,0,0,0,0,0,0,0,0,0,4.347826087
1990,Singapore,S1,Crest,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.094240838,4.712041885,0,59.68586387,0,2.094240838,0,0,0,0,10.9947644,0,0,0,0,2.094240838,0,2.617801047,0,0,0,0,0,0,0,4.188481675,3.664921466,5.759162304,0,1.047120419,1.047120419,0,0,0,0,0,0,0,0,0,0,0
1990,Singapore,S1,Crest,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75268817,0,0,0,41.21863799,5.017921147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.584229391,0,22.58064516,0,0,0,0,0,0,0,5.017921147,4.301075269,7.52688172,0,0,0,0
1990,Singapore,S1,Crest,5,0,0,0,0,0,0,0,0,0,0,0,0,0,44.31818182,0,8.333333333,0,0,0,0,4.924242424,0,0,0,0,0,0,0,0,0,0,3.787878788,0,12.87878788,0,0,0,0,0,0,0,2.272727273,0,0,17.04545455,0,0,0,0,3.03030303,0,0,0,0,0,3.409090909
1990,Singapore,S2,Crest,1,0,1.951951952,0,2.552552553,0,0,0,0,0,0,0,0,0,0,0,2.252252252,0,0,0,14.41441441,20.57057057,0,0,0,3.903903904,0,0,0,0,3.753753754,0,10.51051051,0,0,0,0,0,0,0,0,0,26.72672673,0,1.501501502,3.603603604,0,0,0,0,0.750750751,0,0,4.804804805,0,0,2.702702703
1990,Singapore,S2,Crest,2,0,0,0,0,0,0,0,0,0,0,0,5.490196078,0,0,4.31372549,0,2.941176471,0,0,0,8.235294118,0,0,0,3.137254902,0,0,0,0,0,0,6.862745098,0,0,0,0,0,0,6.274509804,0,34.31372549,9.019607843,0,1.37254902,7.254901961,0,0,4.901960784,0,0,0,0,0,0,0,5.882352941
1990,Singapore,S2,Crest,3,0,0,0,0.947867299,0,0,0,0,0,0,0,0,0,0,0,0.947867299,0,0,0,0,3.127962085,0,0,0,11.37440758,0,0,0,0,3.791469194,0,24.4549763,0,5.592417062,0,0,0,0,0,8.530805687,17.53554502,14.69194313,0,4.739336493,0,0,0,0,0,1.421800948,0,0,0,0,2.843601896,0
1990,Singapore,S2,Crest,4,0,0,0,0,0,0,0,0,1.290322581,0,6.451612903,0,0,0,2.258064516,0,0,0,0,0,3.870967742,0,0,0,1.290322581,0,0,0,0,5.161290323,0,26.12903226,0,18.38709677,0,0,0,0,0,8.387096774,0,21.61290323,0,0,4.193548387,0,0,0,0,0,0,0,0,0,0,0.967741935
1990,Singapore,S2,Crest,5,0,0,0,0,0,0,0,0,0,0,3.776435045,5.287009063,0,0,0,0,0,2.265861027,0,0,2.265861027,0,0,0,0,0,0,0,0,0,0,41.6918429,0,2.265861027,0,2.643504532,0,0,0,1.132930514,0.755287009,26.20845921,0,5.287009063,2.265861027,0,0,0,0,4.15407855,0,0,0,0,0,0
1992,Singapore,H1,Crest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.34831461,0,0,16.85393258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.08988764,0,0,0,0,0,0,0,0,0,5.617977528,0,0,0,0,0,28.08988764,0,0,0,0,0,0
1992,Singapore,H1,Crest,2,0,0,0,0,0,0,0,0,83.51648352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.48351648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Singapore,H1,Crest,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37931034,0,18.10344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.65517241,0,18.10344828,0,0,0,0,0,0,0,0,0,7.75862069,0,0
1992,Singapore,H1,Crest,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.703910615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.05586592,0,0,0,0,0,0,0,0,0,60.33519553,0,0,0,0,0,0,0,7.262569832,0,15.6424581,0,0,0,0
1992,Singapore,H1,Crest,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739726027,0,0,0,4.657534247,0,0,0,16.71232877,0,0,0,0,0,0,19.7260274,0,0,0,0,0,0,14.24657534,14.79452055,0,16.98630137,0,0,0,0,0,0,0,0,0,5.753424658,0,4.383561644,0,0
1992,Singapore,H2,Crest,1,0,0,0,0,0,0,0,0,3.939008895,0,0,32.52858958,0,0,0,0,0,0,0,0,6.861499365,0,0,0,0,0,0,0,0,0,0,20.45743329,0,0,0,0,0,0,0,0,10.80050826,3.939008895,0,2.668360864,9.783989835,0,0,0,0,8.132147395,0.889453621,0,0,0,0,0
1992,Singapore,H2,Crest,2,0,0,0,0,0,0,0,0,3.050847458,0,0,17.06214689,0,0,2.259887006,1.807909605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.10734463,0,0,0,0,0,0,0,6.779661017,40.4519774,6.214689266,0,0,7.90960452,0,0,0,0,0,0,1.355932203,0,0,0,0
1992,Singapore,H2,Crest,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
1992,Singapore,H2,Crest,4,0,0,0,0,0,0,0,0,0,0,0,3.218390805,0,0,2.681992337,0.842911877,0,1.915708812,0,11.72413793,2.298850575,0,0,0.842911877,3.98467433,0,0,0,0,0,0,25.36398467,0,7.662835249,0,0,0,0,7.816091954,0,13.25670498,14.32950192,0,0,4.061302682,0,0,0,0,0,0,0,0,0,0,0
1992,Singapore,H2,Crest,5,0,0,0,0,0,0,0,0,0,0,0,6.695069994,0,1.82592818,0,0,0.669506999,0,0,0,6.329884358,0,0,0,0,0,0,0,0,4.199634814,0,8.642726719,0,29.21485088,0,0,0,0,0,9.433962264,6.634205721,21.78940962,0,0,1.521606817,0,0,0,0,3.043213634,0,0,0,0,0,0
1992,Singapore,HW1,Crest,1,0,0,0,0,0,0,0,0,9.32642487,0,0,3.626943005,0,0,0,1.683937824,0,6.088082902,0,0,4.663212435,0,0,0,0,0,0,0,0,0,0,12.04663212,0,7.124352332,0,0,0,0,4.792746114,0,14.24870466,13.08290155,0,0,20.33678756,0,0,0,0,0,0,2.979274611,0,0,0,0
1992,Singapore,HW1,Crest,2,0,0,0,0,0,0,0,0,18.63207547,0,0,0,0,0,5.188679245,4.716981132,0,0,0,0,7.311320755,0,0,0,4.009433962,0,0,0,0,0,0,0,0,0,2.830188679,0,0,0,11.08490566,0,4.009433962,19.33962264,0,0,10.37735849,0,0,8.726415094,0,0,0,3.773584906,0,0,0,0
1992,Singapore,HW1,Crest,3,0,0,0,0,0,0,0,0,1.564380265,0,23.58604091,5.174488568,0,0,6.016847172,5.776173285,11.0709988,0,0,0,6.257521059,0,0,0,0,0,0,0,0,0,0,5.415162455,0,0,3.85078219,0,0,0,23.10469314,1.083032491,0,4.332129964,0,2.767749699,0,0,0,0,0,0,0,0,0,0,0,0
1992,Singapore,HW1,Crest,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.423263328,6.05815832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.80129241,0,0,0,1.373182553,0,0,4.442649435,3.715670436,26.65589661,14.7819063,0,2.180936995,19.78998384,0,0,1.777059774,0,0,0,0,0,0,0,0
1992,Singapore,HW1,Crest,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.155172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51724138,0,2.586206897,0,0,0,0,5.387931034,0,7.543103448,12.71551724,0,0,54.09482759,0,0,0,0,0,0,0,0,0,0,0
1992,Singapore,HW2,Crest,1,0,22.79745686,0,0,0,0,0,0,0,0,0,0,0,0,0,3.814713896,0,0,0,0,0,0,0,0,11.35331517,0,0,0,0,0,0,6.811989101,0,21.7075386,0,0,0,0,0,0,1.36239782,12.17075386,0,0,0,0,0,0,0,5.177111717,14.80472298,0,0,0,0,0
1992,Singapore,HW2,Crest,2,0,1.559177888,0,0,0,0,0,0,0,0,0,31.39617293,0,0,0,0,0,2.763997165,0,0,10.77250177,0,0,0,6.732813607,0,0,0,0,0,0,11.41034727,0,5.244507442,0,0,2.905740609,0,0.425230333,0.6378455,2.480510276,17.08008505,0,0,0,0,0,0,0,3.26009922,3.330970943,0,0,0,0,0
1992,Singapore,HW2,Crest,3,0,0,0,0,0,0,0,0,0,0,0,40.68150209,0,0,1.321279555,0,0,0,0,0,2.851182197,0,0,0,0,0,0,0,0,0,0,19.26286509,0,2.086230876,0,0,0,0,0,3.824756606,10.84840056,11.05702364,0,0,0,0,0,0,0,2.016689847,2.294853964,3.755215577,0,0,0,0
1992,Singapore,HW2,Crest,4,0,0,0,0,0,0,0,0,0,0,0,2.591036415,0,0,0,3.781512605,0,62.18487395,0,0,0,0,0,0,2.100840336,0,0,0,0,0,0,0,0,0,0,0,0,0,1.610644258,0,10.92436975,7.072829132,0,0,0,0,0,0.770308123,0,6.862745098,0.840336134,1.260504202,0,0,0,0
1992,Singapore,HW2,Crest,5,0,0,0,0,0,0,0,0,0,0,0,7.623762376,0,2.376237624,2.574257426,0,0,0,0,0,0,0,0,0,5.148514851,0,0,0,0,0,0,0,0,1.881188119,0,0,3.762376238,0,4.851485149,0,38.21782178,9.00990099,0,0.792079208,0,0,0,0,0,19.30693069,0,4.455445545,0,0,0,0
1992,Singapore,R1,Crest,1,0,4.469606675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655542312,0.238379023,2.145411204,0,1.489868892,3.57568534,0,10.36948749,0,2.979737783,0,0,0,0,0,0,4.350417163,5.36352801,46.18593564,0,0,0,0,0,1.430274136,2.681764005,2.383790226,0,6.972586412,0,0,4.707985697,0,0,0,0,0,0,0,0,0
1992,Singapore,R1,Crest,2,0,7.87343635,0,0,0,0,0,0,0.956585725,0,0,0,0,0,0,1.545253863,1.986754967,1.839587932,0,1.471670346,0,0,2.796173657,0,4.415011038,0,0,0,0,0,0,5.592347314,5.813097866,45.40103017,0,1.839587932,0,0,0,0,3.311258278,3.016924209,0,0,0,0,2.501839588,0,0,9.639440765,0,0,0,0,0,0
1992,Singapore,R1,Crest,3,1.498127341,14.85642946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.684144819,0,0,3.745318352,0,1.872659176,0,2.996254682,0,0,0,0,0,0,0,0,58.1772784,0,1.248439451,0,0,0,0,0,2.621722846,0,2.996254682,0,0,1.248439451,0,0,5.118601748,0,0.936329588,0,0,0,0
1992,Singapore,R1,Crest,4,0,10.96938776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829081633,3.380102041,5.994897959,0,0,2.232142857,0,16.96428571,0.510204082,1.147959184,0,0,0,0,0,0,8.482142857,0,36.03316327,0,0,0,0,0,0,0,2.423469388,0,0,0,0,2.423469388,0,0,1.913265306,1.147959184,0,5.548469388,0,0,0
1992,Singapore,R1,Crest,5,0,0,1.112759644,0,0,0,0,0,0,0,0,0,0,0,0,0,5.118694362,30.71216617,0,0,2.37388724,0,21.95845697,0,6.008902077,0,0,0,0,0,0,0,0,25.37091988,0,0,0,0,0,0,3.709198813,0,0,0,0,0,0,0,0,3.635014837,0,0,0,0,0,0
1992,Singapore,R2,Crest,1,0,12.72994849,0,0,0,0,0,0,0,0,0,0,0,0.441501104,0.367917586,0,0,0,0,0,3.164091244,0,0,0,0,0,0,0,0,0,0,0.367917586,0,53.05371597,1.177336277,0,0,0,1.766004415,0,4.488594555,5.518763797,0,0,0,0,5.003679176,0,0,8.609271523,0,0.883002208,2.428256071,0,0,0
1992,Singapore,R2,Crest,2,0,26.42249836,0,0,0,0,0,0,0,0,0,1.046435579,0,0,0,0,0,0,0,0,0,0,0,0,15.10791367,0,0,0,0,0,0,1.504251145,11.11837802,29.95421844,0,0,0,0,2.4852845,0,2.812295618,2.289077829,0,0,0.327011118,0,0,0,0,6.147809026,0,0.784826684,0,0,0,0
1992,Singapore,R2,Crest,3,2.393822394,0,0,0,1.38996139,0,0,0,2.548262548,0,0,0,0,0,2.857142857,1.158301158,1.544401544,0.694980695,0,0,11.58301158,0,0,0,0,0,0,0,0,0,0,4.787644788,1.235521236,20.84942085,2.702702703,1.38996139,0,0,7.258687259,0.772200772,1.158301158,9.72972973,0,5.405405405,0,0,1.544401544,0,0,5.328185328,13.12741313,0,0.540540541,0,0,0
1992,Singapore,R2,Crest,4,0.875912409,3.503649635,0,0,0,0,0.656934307,0,0,0,0,0,0,0,5.839416058,0,3.722627737,0,0,0,7.226277372,0,0,0,1.02189781,0,0,0,1.897810219,0,0,7.737226277,0,25.40145985,0,2.408759124,0,0,7.518248175,0,1.824817518,18.75912409,0,6.715328467,1.678832117,0,0,1.094890511,0,2.116788321,0,0,0,0,0,0
1992,Singapore,R2,Crest,5,0,0,0,0,0,0,0,0,0,0,13.05970149,0,0,0,5.597014925,0,6.996268657,0,0,0,9.794776119,0,0,0,1.492537313,0,0,0,0,0,0,5.037313433,0,36.4738806,0,0,0,0,1.119402985,4.664179104,1.026119403,3.731343284,0,1.212686567,1.585820896,0,0,3.078358209,0,5.130597015,0,0,0,0,0,0
1992,Singapore,S1,Crest,1,0,0,0,0,0,0,0,0,0,0,9.683794466,24.90118577,0,0,2.173913043,0,4.150197628,0,0,21.54150198,0,0,0,0,0,0,0,0,0,0,0,15.81027668,0,2.173913043,2.173913043,0,0,0,0,6.52173913,0,8.102766798,0,0,0,0,0,0,0,2.766798419,0,0,0,0,0,0
