"","sim","year","w","slope","intercept","y","scenario"
"195",7,15,-0.762939659458311,0,49.0216603465115,49.7846000059698,"Stable"
"196",7,16,0.725549465362477,0,49.0216603465115,48.296110881149,"Stable"
"197",7,17,4.86638714564839,0,49.0216603465115,44.1552732008631,"Stable"
"198",7,18,-4.53461662591514,0,49.0216603465115,53.5562769724267,"Stable"
"199",7,19,1.53325163301657,0,49.0216603465115,47.488408713495,"Stable"
"200",7,20,-2.98184588753363,0,49.0216603465115,52.0035062340452,"Stable"
"201",7,21,-0.766773181923924,0,49.0216603465115,49.7884335284354,"Stable"
"202",7,22,1.48514782166184,0,49.0216603465115,47.5365125248497,"Stable"
"203",7,23,-6.94942749102189,0,49.0216603465115,55.9710878375334,"Stable"
"204",7,24,-0.662559424538991,0,49.0216603465115,49.6842197710505,"Stable"
"205",7,25,6.89213146911054,0,49.0216603465115,42.129528877401,"Stable"
"206",7,26,-0.289871759993375,0,49.0216603465115,49.3115321065049,"Stable"
"207",7,27,6.42137872765924,0,49.0216603465115,42.6002816188523,"Stable"
"208",7,28,-1.25816053001104,0,49.0216603465115,50.2798208765226,"Stable"
"209",7,29,0.342731947050133,0,49.0216603465115,48.6789283994614,"Stable"
"210",7,30,-2.53291888921801,0,49.0216603465115,51.5545792357295,"Stable"
"211",8,1,0.248204978924711,0,40.372450049641,40.1242450707163,"Stable"
"212",8,2,-5.05065699066729,0,40.372450049641,45.4231070403083,"Stable"
"213",8,3,-1.91907551112421,0,40.372450049641,42.2915255607652,"Stable"
"214",8,4,1.22493601404812,0,40.372450049641,39.1475140355929,"Stable"
"215",8,5,-0.864340703190251,0,40.372450049641,41.2367907528312,"Stable"
"216",8,6,-0.0598017196226621,0,40.372450049641,40.4322517692636,"Stable"
"217",8,7,-4.89085931078132,0,40.372450049641,45.2633093604223,"Stable"
"218",8,8,-4.47933238543424,0,40.372450049641,44.8517824350752,"Stable"
"219",8,9,2.97208239600674,0,40.372450049641,37.4003676536342,"Stable"
"220",8,10,1.41595298442876,0,40.372450049641,38.9564970652122,"Stable"
"221",8,11,0.205243849965534,0,40.372450049641,40.1672061996754,"Stable"
"222",8,12,-1.13837669553173,0,40.372450049641,41.5108267451727,"Stable"
"223",8,13,3.85817851216674,0,40.372450049641,36.5142715374742,"Stable"
"224",8,14,-3.46384327716937,0,40.372450049641,43.8362933268103,"Stable"
"225",8,15,-1.31130872443999,0,40.372450049641,41.683758774081,"Stable"
"226",8,16,4.05174709752991,0,40.372450049641,36.3207029521111,"Stable"
"227",8,17,-1.38261584735562,0,40.372450049641,41.7550658969966,"Stable"
"228",8,18,1.39784407115408,0,40.372450049641,38.9746059784869,"Stable"
"229",8,19,5.21326673534923,0,40.372450049641,35.1591833142917,"Stable"
"230",8,20,4.76479341377781,0,40.372450049641,35.6076566358632,"Stable"
"231",8,21,-3.43187645676851,0,40.372450049641,43.8043265064095,"Stable"
"232",8,22,-1.0812408394302,0,40.372450049641,41.4536908890712,"Stable"
"233",8,23,0.180553443276025,0,40.372450049641,40.1918966063649,"Stable"
"234",8,24,-0.552517406214875,0,40.372450049641,40.9249674558558,"Stable"
"235",8,25,-2.85168921142662,0,40.372450049641,43.2241392610676,"Stable"
"236",8,26,2.16897757400881,0,40.372450049641,38.2034724756322,"Stable"
"237",8,27,2.84333427913083,0,40.372450049641,37.5291157705101,"Stable"
"238",8,28,-0.261510555122129,0,40.372450049641,40.6339606047631,"Stable"
"239",8,29,5.81920773251565,0,40.372450049641,34.5532423171253,"Stable"
"240",8,30,4.55275767766668,0,40.372450049641,35.8196923719743,"Stable"
"241",9,1,0.0591557113993844,0,23.3118350279983,23.2526793165989,"Stable"
"242",9,2,0.20702628377061,0,23.3118350279983,23.1048087442277,"Stable"
"243",9,3,1.22461654011925,0,23.3118350279983,22.0872184878791,"Stable"
"244",9,4,0.493618628660389,0,23.3118350279983,22.8182163993379,"Stable"
"245",9,5,1.57580520168322,0,23.3118350279983,21.7360298263151,"Stable"
"246",9,6,1.05971057589812,0,23.3118350279983,22.2521244521002,"Stable"
"247",9,7,2.34205214345809,0,23.3118350279983,20.9697828845402,"Stable"
"248",9,8,-1.0402534257745,0,23.3118350279983,24.3520884537728,"Stable"
"249",9,9,-3.72500493550269,0,23.3118350279983,27.036839963501,"Stable"
"250",9,10,2.58355944782113,0,23.3118350279983,20.7282755801772,"Stable"
"251",9,11,4.26902720068711,0,23.3118350279983,19.0428078273112,"Stable"
"252",9,12,0.976901046367164,0,23.3118350279983,22.3349339816311,"Stable"
"253",9,13,-1.62740517095023,0,23.3118350279983,24.9392401989485,"Stable"
"254",9,14,-2.70879035058197,0,23.3118350279983,26.0206253785803,"Stable"
"255",9,15,-2.22314675627403,0,23.3118350279983,25.5349817842723,"Stable"
"256",9,16,0.0662294272287554,0,23.3118350279983,23.2456056007696,"Stable"
"257",9,17,1.04646347156092,0,23.3118350279983,22.2653715564374,"Stable"
"258",9,18,-1.30572429434933,0,23.3118350279983,24.6175593223476,"Stable"
"259",9,19,-1.15691740402659,0,23.3118350279983,24.4687524320249,"Stable"
"260",9,20,2.85578478803985,0,23.3118350279983,20.4560502399585,"Stable"
"261",9,21,-0.903266341022949,0,23.3118350279983,24.2151013690213,"Stable"
"262",9,22,1.5982734221222,0,23.3118350279983,21.7135616058761,"Stable"
"263",9,23,-5.03791359853455,0,23.3118350279983,28.3497486265329,"Stable"
"264",9,24,0.20940159930699,0,23.3118350279983,23.1024334286913,"Stable"
"265",9,25,1.40022964217158,0,23.3118350279983,21.9116053858267,"Stable"
"266",9,26,3.25657388867749,0,23.3118350279983,20.0552611393208,"Stable"
"267",9,27,2.00142066100972,0,23.3118350279983,21.3104143669886,"Stable"
"268",9,28,-1.38729342956376,0,23.3118350279983,24.6991284575621,"Stable"
"269",9,29,1.57612713445087,0,23.3118350279983,21.7357078935474,"Stable"
"270",9,30,1.36401447283895,0,23.3118350279983,21.9478205551594,"Stable"
"271",10,1,2.03989188592729,0,33.879159464268,31.8392675783407,"Stable"
"272",10,2,-0.0167724221944212,0,33.879159464268,33.8959318864624,"Stable"
"273",10,3,-1.66069296748326,0,33.879159464268,35.5398524317513,"Stable"
"274",10,4,-3.24960566442414,0,33.879159464268,37.1287651286922,"Stable"
"275",10,5,0.632812261948459,0,33.879159464268,33.2463472023196,"Stable"
"276",10,6,-1.01523642892171,0,33.879159464268,34.8943958931897,"Stable"
"277",10,7,-4.3786343011332,0,33.879159464268,38.2577937654012,"Stable"
"278",10,8,-2.2751219271231,0,33.879159464268,36.1542813913911,"Stable"
"279",10,9,-2.80391055798275,0,33.879159464268,36.6830700222508,"Stable"
"280",10,10,0.121057553914675,0,33.879159464268,33.7581019103533,"Stable"
"281",10,11,1.35011698066209,0,33.879159464268,32.5290424836059,"Stable"
"282",10,12,-1.16253588661765,0,33.879159464268,35.0416953508857,"Stable"
"283",10,13,6.91512713808333,0,33.879159464268,26.9640323261847,"Stable"
"284",10,14,-3.79695742151922,0,33.879159464268,37.6761168857872,"Stable"
"285",10,15,2.17945628911562,0,33.879159464268,31.6997031751524,"Stable"
"286",10,16,-0.0848132450778039,0,33.879159464268,33.9639727093458,"Stable"
"287",10,17,-4.81962925629934,0,33.879159464268,38.6987887205674,"Stable"
"288",10,18,-2.39172585635869,0,33.879159464268,36.2708853206267,"Stable"
"289",10,19,-1.1637803921147,0,33.879159464268,35.0429398563827,"Stable"
"290",10,20,-0.319282649099705,0,33.879159464268,34.1984421133677,"Stable"
"291",10,21,0.340960235516476,0,33.879159464268,33.5381992287515,"Stable"
"292",10,22,8.02219476948528,0,33.879159464268,25.8569646947827,"Stable"
"293",10,23,3.08250252578996,0,33.879159464268,30.7966569384781,"Stable"
"294",10,24,-1.10718872680052,0,33.879159464268,34.9863481910685,"Stable"
"295",10,25,2.44067748889779,0,33.879159464268,31.4384819753702,"Stable"
"296",10,26,1.40782502055316,0,33.879159464268,32.4713344437149,"Stable"
"297",10,27,1.45072532753279,0,33.879159464268,32.4284341367352,"Stable"
"298",10,28,-3.46310278754046,0,33.879159464268,37.3422622518085,"Stable"
"299",10,29,-2.52914504336042,0,33.879159464268,36.4083045076284,"Stable"
"300",10,30,-3.2322219958842,0,33.879159464268,37.1113814601522,"Stable"
"301",11,1,2.22656125729036,0,38.106267649988,35.8797063926977,"Stable"
"302",11,2,-7.06001430235968,0,38.106267649988,45.1662819523477,"Stable"
"303",11,3,1.98152426899515,0,38.106267649988,36.1247433809929,"Stable"
"304",11,4,-5.86629081821423,0,38.106267649988,43.9725584682022,"Stable"
"305",11,5,-3.12435781608597,0,38.106267649988,41.230625466074,"Stable"
"306",11,6,3.48518798550284,0,38.106267649988,34.6210796644852,"Stable"
"307",11,7,3.70080678988946,0,38.106267649988,34.4054608600986,"Stable"
"308",11,8,-5.30518950131801,0,38.106267649988,43.411457151306,"Stable"
"309",11,9,-3.51629972694055,0,38.106267649988,41.6225673769286,"Stable"
"310",11,10,3.4652294935057,0,38.106267649988,34.6410381564823,"Stable"
"311",11,11,-4.72489441017417,0,38.106267649988,42.8311620601622,"Stable"
"312",11,12,-3.52969498717752,0,38.106267649988,41.6359626371655,"Stable"
"313",11,13,-2.77929600533895,0,38.106267649988,40.885563655327,"Stable"
"314",11,14,0.969508704047442,0,38.106267649988,37.1367589459406,"Stable"
"315",11,15,1.22853494627753,0,38.106267649988,36.8777327037105,"Stable"
"316",11,16,-2.38891080331029,0,38.106267649988,40.4951784532983,"Stable"
"317",11,17,1.89681620258155,0,38.106267649988,36.2094514474065,"Stable"
"318",11,18,0.688698141211262,0,38.106267649988,37.4175695087768,"Stable"
"319",11,19,-1.23978847238659,0,38.106267649988,39.3460561223746,"Stable"
"320",11,20,-1.94386506691683,0,38.106267649988,40.0501327169048,"Stable"
"321",11,21,4.49791916046733,0,38.106267649988,33.6083484895207,"Stable"
"322",11,22,2.26324931257778,0,38.106267649988,35.8430183374102,"Stable"
"323",11,23,-9.61200669664449,0,38.106267649988,47.7182743466325,"Stable"
"324",11,24,-0.836741039455994,0,38.106267649988,38.943008689444,"Stable"
"325",11,25,3.73075837421434,0,38.106267649988,34.3755092757737,"Stable"
"326",11,26,-1.76267326086538,0,38.106267649988,39.8689409108534,"Stable"
"327",11,27,1.65001624323785,0,38.106267649988,36.4562514067502,"Stable"
"328",11,28,10.0704369363292,0,38.106267649988,28.0358307136588,"Stable"
"329",11,29,0.137470715519484,0,38.106267649988,37.9687969344685,"Stable"
"330",11,30,5.23804648856092,0,38.106267649988,32.8682211614271,"Stable"
"331",12,1,4.60075711223718,0,32.5930475187488,27.9922904065116,"Stable"
"332",12,2,-0.455635112758415,0,32.5930475187488,33.0486826315072,"Stable"
"333",12,3,-3.55276105046225,0,32.5930475187488,36.145808569211,"Stable"
"334",12,4,-3.77136209564429,0,32.5930475187488,36.3644096143931,"Stable"
"335",12,5,5.44515076412657,0,32.5930475187488,27.1478967546222,"Stable"
"336",12,6,-3.73409169756419,0,32.5930475187488,36.327139216313,"Stable"
"337",12,7,0.30923021073157,0,32.5930475187488,32.2838173080172,"Stable"
"338",12,8,-3.17525390381876,0,32.5930475187488,35.7683014225676,"Stable"
"339",12,9,-0.713235819809547,0,32.5930475187488,33.3062833385583,"Stable"
"340",12,10,-4.54163486896144,0,32.5930475187488,37.1346823877102,"Stable"
"341",12,11,0.59852624443355,0,32.5930475187488,31.9945212743152,"Stable"
"342",12,12,-1.15719583267353,0,32.5930475187488,33.7502433514223,"Stable"
"343",12,13,-1.58262715568969,0,32.5930475187488,34.1756746744385,"Stable"
"344",12,14,4.58013040111063,0,32.5930475187488,28.0129171176382,"Stable"
"345",12,15,-0.811768312010685,0,32.5930475187488,33.4048158307595,"Stable"
"346",12,16,6.86774937695278,0,32.5930475187488,25.725298141796,"Stable"
"347",12,17,-3.96225524458758,0,32.5930475187488,36.5553027633364,"Stable"
"348",12,18,-2.30325952222326,0,32.5930475187488,34.896307040972,"Stable"
"349",12,19,-4.18319971841709,0,32.5930475187488,36.7762472371659,"Stable"
"350",12,20,-1.20421909818126,0,32.5930475187488,33.7972666169301,"Stable"
"351",12,21,-2.81584211168081,0,32.5930475187488,35.4088896304296,"Stable"
"352",12,22,-1.51549906016029,0,32.5930475187488,34.1085465789091,"Stable"
"353",12,23,9.97639122895147,0,32.5930475187488,22.6166562897973,"Stable"
"354",12,24,-2.18315495585132,0,32.5930475187488,34.7762024746001,"Stable"
"355",12,25,-3.64044527964275,0,32.5930475187488,36.2334927983915,"Stable"
"356",12,26,1.00489530714493,0,32.5930475187488,31.5881522116039,"Stable"
